,用户,时间,数量,金额,月份
29246,9386,1997-07-06,1,14.96,1997-07-01
29247,9386,1997-08-13,1,11.77,1997-08-01
29248,9386,1998-02-04,1,11.49,1998-02-01
29249,9386,1998-02-19,3,38.65,1998-02-01
29250,9386,1998-03-07,1,12.99,1998-03-01
29251,9386,1998-03-17,2,32.98,1998-03-01
29252,9386,1998-05-07,2,26.48,1998-05-01
29253,9387,1997-02-04,3,33.3,1997-02-01
29254,9388,1997-02-04,1,12.77,1997-02-01
29255,9389,1997-02-04,1,15.36,1997-02-01
29256,9390,1997-02-04,2,22.26,1997-02-01
29257,9390,1997-02-27,2,28.33,1997-02-01
29258,9390,1998-03-16,2,30.98,1998-03-01
29259,9391,1997-02-04,1,14.96,1997-02-01
29260,9391,1997-07-23,3,33.52,1997-07-01
29261,9391,1998-03-09,3,17.47,1998-03-01
29262,9391,1998-04-19,1,13.99,1998-04-01
29263,9391,1998-04-20,1,35.49,1998-04-01
29264,9392,1997-02-04,2,29.73,1997-02-01
29265,9392,1998-01-17,3,36.47,1998-01-01
29266,9392,1998-01-28,2,27.98,1998-01-01
29267,9392,1998-03-15,4,53.74,1998-03-01
29268,9392,1998-05-08,2,25.45,1998-05-01
29269,9392,1998-05-22,2,27.98,1998-05-01
29270,9393,1997-02-04,2,26.46,1997-02-01
29271,9394,1997-02-04,2,48.6,1997-02-01
29272,9394,1997-07-21,2,45.4,1997-07-01
29273,9395,1997-02-04,1,12.49,1997-02-01
29274,9396,1997-02-04,1,16.36,1997-02-01
29275,9397,1997-02-06,1,11.77,1997-02-01
29276,9398,1997-02-06,1,15.36,1997-02-01
29277,9399,1997-02-04,1,12.49,1997-02-01
29278,9400,1997-02-04,1,13.98,1997-02-01
29279,9400,1997-05-21,2,24.5,1997-05-01
29280,9401,1997-02-04,1,11.77,1997-02-01
29281,9402,1997-02-04,1,14.96,1997-02-01
29282,9403,1997-02-04,1,25.77,1997-02-01
29283,9403,1997-02-23,1,14.96,1997-02-01
29284,9403,1997-05-24,1,14.99,1997-05-01
29285,9404,1997-02-04,1,10.97,1997-02-01
29286,9405,1997-02-06,1,11.77,1997-02-01
29287,9406,1997-02-04,2,121.74,1997-02-01
29288,9407,1997-02-04,2,11.58,1997-02-01
29289,9408,1997-02-04,1,15.36,1997-02-01
29290,9409,1997-02-04,2,31.06,1997-02-01
29291,9410,1997-02-04,3,32.53,1997-02-01
29292,9410,1997-02-17,3,37.51,1997-02-01
29293,9410,1997-03-17,3,41.5,1997-03-01
29294,9410,1997-10-02,1,20.99,1997-10-01
29295,9410,1998-01-16,3,34.97,1998-01-01
29296,9410,1998-03-20,2,20.98,1998-03-01
29297,9411,1997-02-04,1,29.97,1997-02-01
29298,9412,1997-02-04,2,25.47,1997-02-01
29299,9413,1997-02-04,1,13.97,1997-02-01
29300,9414,1997-02-04,1,14.37,1997-02-01
29301,9415,1997-02-04,1,13.97,1997-02-01
29302,9416,1997-02-04,3,39.31,1997-02-01
29303,9417,1997-02-08,4,58.12,1997-02-01
29304,9417,1997-06-03,2,26.14,1997-06-01
29305,9417,1997-10-23,1,12.99,1997-10-01
29306,9417,1997-12-12,1,32.49,1997-12-01
29307,9418,1997-02-04,1,13.97,1997-02-01
29308,9418,1997-02-26,1,34.37,1997-02-01
29309,9419,1997-02-04,1,17.76,1997-02-01
29310,9420,1997-02-04,1,19.99,1997-02-01
29311,9421,1997-02-04,2,28.76,1997-02-01
29312,9422,1997-02-04,2,30.72,1997-02-01
29313,9422,1997-02-28,7,69.68,1997-02-01
29314,9422,1997-04-08,1,14.96,1997-04-01
29315,9422,1998-01-15,1,13.99,1998-01-01
29316,9423,1997-02-04,1,24.77,1997-02-01
29317,9423,1997-05-26,3,44.88,1997-05-01
29318,9423,1997-07-10,2,29.92,1997-07-01
29319,9423,1997-10-15,2,29.98,1997-10-01
29320,9423,1997-10-25,2,24.48,1997-10-01
29321,9423,1998-01-29,4,45.96,1998-01-01
29322,9423,1998-03-01,3,42.25,1998-03-01
29323,9423,1998-03-09,1,15.49,1998-03-01
29324,9423,1998-04-17,6,68.44,1998-04-01
29325,9424,1997-02-04,1,15.36,1997-02-01
29326,9424,1997-05-16,1,23.77,1997-05-01
29327,9424,1997-05-22,1,14.37,1997-05-01
29328,9424,1998-02-26,5,59.4,1998-02-01
29329,9425,1997-02-04,3,21.35,1997-02-01
29330,9425,1997-03-16,6,38.84,1997-03-01
29331,9425,1997-04-07,5,34.32,1997-04-01
29332,9425,1997-05-01,7,35.53,1997-05-01
29333,9425,1997-05-29,1,6.79,1997-05-01
29334,9425,1997-05-31,3,18.56,1997-05-01
29335,9425,1997-06-25,7,61.16,1997-06-01
29336,9425,1997-09-16,4,44.96,1997-09-01
29337,9425,1998-01-19,8,99.45,1998-01-01
29338,9426,1997-02-04,1,11.77,1997-02-01
29339,9427,1997-02-04,1,11.77,1997-02-01
29340,9428,1997-02-04,7,83.98,1997-02-01
29341,9428,1997-04-22,3,53.73,1997-04-01
29342,9429,1997-02-04,6,82.21,1997-02-01
29343,9429,1998-05-14,3,35.36,1998-05-01
29344,9430,1997-02-04,3,36.31,1997-02-01
29345,9431,1997-02-13,2,25.94,1997-02-01
29346,9431,1997-04-07,1,10.77,1997-04-01
29347,9431,1997-05-08,4,55.63,1997-05-01
29348,9432,1997-02-11,1,18.76,1997-02-01
29349,9432,1997-02-17,1,13.97,1997-02-01
29350,9432,1997-04-27,1,15.36,1997-04-01
29351,9432,1997-04-28,1,11.77,1997-04-01
29352,9432,1997-07-31,1,6.79,1997-07-01
29353,9433,1997-02-04,7,100.55,1997-02-01
29354,9434,1997-02-04,1,9.77,1997-02-01
29355,9435,1997-02-07,2,26.14,1997-02-01
29356,9436,1997-03-12,1,6.79,1997-03-01
29357,9436,1998-04-16,1,18.49,1998-04-01
29358,9437,1997-02-04,2,39.98,1997-02-01
29359,9438,1997-02-04,1,14.37,1997-02-01
29360,9438,1998-03-19,1,11.49,1998-03-01
29361,9439,1997-02-04,1,14.96,1997-02-01
29362,9439,1997-04-17,1,13.97,1997-04-01
29363,9439,1997-05-11,1,14.37,1997-05-01
29364,9439,1997-06-08,1,13.97,1997-06-01
29365,9439,1997-10-12,1,5.49,1997-10-01
29366,9439,1997-10-19,1,12.99,1997-10-01
29367,9439,1997-12-23,1,13.99,1997-12-01
29368,9439,1998-02-15,1,6.49,1998-02-01
29369,9439,1998-03-08,1,12.99,1998-03-01
29370,9439,1998-05-02,1,9.99,1998-05-01
29371,9439,1998-05-14,1,11.88,1998-05-01
29372,9439,1998-05-19,1,9.99,1998-05-01
29373,9439,1998-05-19,1,7.69,1998-05-01
29374,9439,1998-05-28,1,7.69,1998-05-01
29375,9439,1998-06-16,1,12.99,1998-06-01
29376,9440,1997-02-04,11,195.13,1997-02-01
29377,9440,1997-02-15,5,104.65,1997-02-01
29378,9440,1997-03-21,9,142.66,1997-03-01
29379,9440,1997-06-08,26,362.19,1997-06-01
29380,9440,1997-06-08,5,109.28,1997-06-01
29381,9441,1997-02-27,2,22.76,1997-02-01
29382,9442,1997-02-04,2,30.33,1997-02-01
29383,9443,1997-02-04,1,6.79,1997-02-01
29384,9443,1997-02-05,1,11.77,1997-02-01
29385,9443,1997-03-06,1,5.78,1997-03-01
29386,9443,1997-03-20,1,9.77,1997-03-01
29387,9443,1997-04-10,1,14.37,1997-04-01
29388,9443,1997-05-18,1,6.79,1997-05-01
29389,9444,1997-02-04,2,52.36,1997-02-01
29390,9445,1997-03-16,3,45.29,1997-03-01
29391,9446,1997-02-05,2,30.92,1997-02-01
29392,9446,1997-03-23,2,30.92,1997-03-01
29393,9446,1997-04-13,4,20.36,1997-04-01
29394,9446,1997-04-23,2,22.75,1997-04-01
29395,9446,1997-07-28,1,19.99,1997-07-01
29396,9446,1997-08-03,1,14.99,1997-08-01
29397,9446,1997-09-02,2,25.95,1997-09-01
29398,9446,1997-09-15,1,14.49,1997-09-01
29399,9446,1997-09-30,2,28.98,1997-09-01
29400,9446,1997-11-02,2,32.48,1997-11-01
29401,9446,1997-12-01,1,14.49,1997-12-01
29402,9446,1998-01-02,3,17.47,1998-01-01
29403,9446,1998-02-01,2,27.98,1998-02-01
29404,9446,1998-02-17,2,25.98,1998-02-01
29405,9446,1998-03-23,2,28.98,1998-03-01
29406,9446,1998-03-30,1,11.49,1998-03-01
29407,9446,1998-04-16,2,27.57,1998-04-01
29408,9446,1998-04-22,2,15.57,1998-04-01
29409,9446,1998-06-15,1,9.49,1998-06-01
29410,9447,1997-02-04,1,11.99,1997-02-01
29411,9448,1997-02-04,1,54.97,1997-02-01
29412,9448,1998-05-21,1,34.98,1998-05-01
29413,9448,1998-06-16,3,28.47,1998-06-01
29414,9448,1998-06-16,2,41.98,1998-06-01
29415,9449,1997-02-06,1,11.77,1997-02-01
29416,9450,1997-02-04,3,47.97,1997-02-01
29417,9450,1997-02-25,1,12.49,1997-02-01
29418,9450,1997-03-24,5,59.91,1997-03-01
29419,9450,1997-04-02,4,71.42,1997-04-01
29420,9450,1998-01-12,3,52.97,1998-01-01
29421,9451,1997-02-04,3,29.57,1997-02-01
29422,9452,1997-02-04,1,9.77,1997-02-01
29423,9453,1997-02-10,3,41.7,1997-02-01
29424,9453,1997-06-19,2,28.93,1997-06-01
29425,9453,1997-07-29,3,44.88,1997-07-01
29426,9453,1997-12-14,4,55.46,1997-12-01
29427,9453,1998-01-06,1,12.99,1998-01-01
29428,9454,1997-02-04,1,13.97,1997-02-01
29429,9454,1997-02-04,1,13.97,1997-02-01
29430,9454,1997-04-17,1,14.96,1997-04-01
29431,9455,1997-02-04,1,15.7,1997-02-01
29432,9456,1997-02-04,3,47.69,1997-02-01
29433,9456,1997-07-29,4,55.47,1997-07-01
29434,9457,1997-02-04,5,64.04,1997-02-01
29435,9458,1997-02-04,5,84.02,1997-02-01
29436,9458,1997-03-02,3,43.3,1997-03-01
29437,9458,1997-03-21,3,45.68,1997-03-01
29438,9458,1997-04-01,1,25.77,1997-04-01
29439,9458,1997-08-14,4,85.3,1997-08-01
29440,9458,1997-09-14,3,37.47,1997-09-01
29441,9458,1997-11-26,3,39.47,1997-11-01
29442,9458,1998-04-17,2,23.37,1998-04-01
29443,9459,1997-02-04,2,36.33,1997-02-01
29444,9459,1997-09-12,2,25.98,1997-09-01
29445,9460,1997-02-04,6,77.03,1997-02-01
29446,9460,1997-03-07,2,21.74,1997-03-01
29447,9460,1997-12-30,3,39.47,1997-12-01
29448,9461,1997-02-04,1,12.49,1997-02-01
29449,9461,1997-03-25,1,14.96,1997-03-01
29450,9462,1997-02-18,4,81.7,1997-02-01
29451,9462,1997-02-28,4,139.08,1997-02-01
29452,9462,1997-04-04,6,70.55,1997-04-01
29453,9462,1997-06-26,2,27.13,1997-06-01
29454,9462,1997-10-23,2,29.48,1997-10-01
29455,9463,1997-02-04,3,25.94,1997-02-01
29456,9464,1997-02-04,2,24.48,1997-02-01
29457,9465,1997-02-04,3,51.75,1997-02-01
29458,9465,1997-02-11,1,17.99,1997-02-01
29459,9465,1997-03-07,3,33.5,1997-03-01
29460,9465,1997-06-03,5,61.44,1997-06-01
29461,9465,1997-08-04,4,60.05,1997-08-01
29462,9465,1997-08-26,4,47.28,1997-08-01
29463,9465,1998-03-02,4,48.22,1998-03-01
29464,9465,1998-05-01,3,41.47,1998-05-01
29465,9465,1998-06-05,2,22.37,1998-06-01
29466,9466,1997-02-07,4,31.33,1997-02-01
29467,9467,1997-02-04,3,61.7,1997-02-01
29468,9467,1997-06-15,2,26.14,1997-06-01
29469,9467,1998-02-03,2,25.48,1998-02-01
29470,9468,1997-02-04,2,22.94,1997-02-01
29471,9468,1998-03-20,1,11.49,1998-03-01
29472,9468,1998-05-19,1,8.38,1998-05-01
29473,9468,1998-06-25,1,9.49,1998-06-01
29474,9469,1997-02-05,2,21.16,1997-02-01
29475,9470,1997-02-04,1,12.49,1997-02-01
29476,9471,1997-02-04,1,14.37,1997-02-01
29477,9471,1997-02-17,1,15.36,1997-02-01
29478,9471,1997-04-03,2,18.76,1997-04-01
29479,9471,1997-04-16,1,12.49,1997-04-01
29480,9472,1997-02-04,2,21.16,1997-02-01
29481,9473,1997-02-04,1,12.97,1997-02-01
29482,9473,1997-04-10,1,10.99,1997-04-01
29483,9474,1997-02-04,5,73.44,1997-02-01
29484,9475,1997-02-04,1,14.37,1997-02-01
29485,9476,1997-02-04,1,15.76,1997-02-01
29486,9476,1997-05-28,1,14.77,1997-05-01
29487,9476,1997-11-02,3,47.97,1997-11-01
29488,9476,1998-01-15,1,15.99,1998-01-01
29489,9476,1998-02-07,1,14.99,1998-02-01
29490,9477,1997-02-04,1,22.97,1997-02-01
29491,9477,1997-03-14,1,11.77,1997-03-01
29492,9477,1997-05-05,1,14.37,1997-05-01
29493,9477,1997-07-26,1,11.77,1997-07-01
29494,9477,1997-09-20,1,11.49,1997-09-01
29495,9477,1997-10-01,1,12.99,1997-10-01
29496,9477,1997-12-07,2,25.98,1997-12-01
29497,9477,1998-04-14,1,9.49,1998-04-01
29498,9477,1998-04-14,1,15.49,1998-04-01
29499,9478,1997-02-04,1,15.36,1997-02-01
29500,9479,1997-02-04,1,13.77,1997-02-01
29501,9479,1997-07-28,2,54.73,1997-07-01
29502,9479,1998-01-05,1,16.99,1998-01-01
29503,9479,1998-04-27,2,35.86,1998-04-01
29504,9479,1998-04-30,3,44.97,1998-04-01
29505,9480,1997-02-04,1,15.36,1997-02-01
29506,9480,1997-02-04,1,16.36,1997-02-01
29507,9480,1997-02-04,2,28.93,1997-02-01
29508,9480,1997-02-04,1,14.37,1997-02-01
29509,9481,1997-02-04,1,8.77,1997-02-01
29510,9481,1998-03-06,1,12.99,1998-03-01
29511,9481,1998-04-06,1,11.49,1998-04-01
29512,9481,1998-05-13,1,11.88,1998-05-01
29513,9482,1997-02-04,2,9.98,1997-02-01
29514,9483,1997-02-04,3,29.91,1997-02-01
29515,9483,1997-02-12,5,91.91,1997-02-01
29516,9484,1997-02-04,2,28.74,1997-02-01
29517,9485,1997-02-04,1,52.77,1997-02-01
29518,9486,1997-02-04,2,20.76,1997-02-01
29519,9486,1997-02-09,2,30.33,1997-02-01
29520,9486,1997-10-11,2,37.48,1997-10-01
29521,9487,1997-02-04,1,19.99,1997-02-01
29522,9487,1997-09-13,1,15.99,1997-09-01
29523,9488,1997-02-04,1,10.77,1997-02-01
29524,9489,1997-02-09,1,11.77,1997-02-01
29525,9490,1997-02-09,3,41.1,1997-02-01
29526,9491,1997-02-04,1,15.99,1997-02-01
29527,9492,1997-02-06,2,19.54,1997-02-01
29528,9492,1997-10-28,2,27.98,1997-10-01
29529,9492,1997-10-30,2,27.98,1997-10-01
29530,9492,1997-11-05,2,27.98,1997-11-01
29531,9493,1997-02-04,1,14.99,1997-02-01
29532,9493,1997-06-18,1,12.97,1997-06-01
29533,9494,1997-02-04,3,33.51,1997-02-01
29534,9494,1997-04-13,3,53.5,1997-04-01
29535,9494,1998-06-04,5,60.84,1998-06-01
29536,9495,1997-02-04,1,13.97,1997-02-01
29537,9495,1997-02-11,1,14.79,1997-02-01
29538,9496,1997-02-04,1,13.97,1997-02-01
29539,9497,1997-02-04,3,43.3,1997-02-01
29540,9498,1997-02-04,1,23.77,1997-02-01
29541,9499,1997-02-04,4,119.25,1997-02-01
29542,9500,1997-02-06,3,38.91,1997-02-01
29543,9500,1997-06-04,3,44.88,1997-06-01
29544,9500,1997-09-30,2,43.48,1997-09-01
29545,9500,1998-03-21,3,37.47,1998-03-01
29546,9500,1998-05-22,3,41.97,1998-05-01
29547,9501,1997-02-04,2,29.92,1997-02-01
29548,9502,1997-02-04,1,13.97,1997-02-01
29549,9503,1997-02-04,1,9.77,1997-02-01
29550,9504,1997-02-04,1,14.37,1997-02-01
29551,9504,1998-04-06,1,22.49,1998-04-01
29552,9505,1997-02-04,1,14.96,1997-02-01
29553,9505,1997-07-02,3,43.89,1997-07-01
29554,9505,1998-02-24,3,36.84,1998-02-01
29555,9505,1998-02-27,3,36.34,1998-02-01
29556,9506,1997-02-04,1,14.37,1997-02-01
29557,9507,1997-02-04,1,12.77,1997-02-01
29558,9508,1997-02-04,3,35.31,1997-02-01
29559,9508,1997-05-15,4,58.51,1997-05-01
29560,9508,1998-05-16,4,61.96,1998-05-01
29561,9509,1997-02-04,1,14.96,1997-02-01
29562,9510,1997-02-04,1,11.77,1997-02-01
29563,9511,1997-02-04,1,10.99,1997-02-01
29564,9511,1997-04-29,1,14.79,1997-04-01
29565,9512,1997-02-04,1,16.7,1997-02-01
29566,9512,1997-07-14,1,14.96,1997-07-01
29567,9513,1997-02-04,1,16.36,1997-02-01
29568,9513,1997-03-08,1,14.79,1997-03-01
29569,9513,1997-07-28,1,14.96,1997-07-01
29570,9514,1997-02-04,1,16.36,1997-02-01
29571,9515,1997-02-16,2,23.08,1997-02-01
29572,9515,1997-05-02,3,55.9,1997-05-01
29573,9516,1997-02-04,1,11.77,1997-02-01
29574,9517,1997-02-06,1,19.97,1997-02-01
29575,9517,1997-11-06,3,63.47,1997-11-01
29576,9518,1997-02-04,1,15.36,1997-02-01
29577,9519,1997-02-05,1,9.77,1997-02-01
29578,9519,1997-07-15,1,14.96,1997-07-01
29579,9520,1997-02-04,1,14.37,1997-02-01
29580,9521,1997-02-04,2,31.33,1997-02-01
29581,9521,1997-02-20,3,35.51,1997-02-01
29582,9522,1997-02-04,1,15.36,1997-02-01
29583,9523,1997-02-04,2,23.34,1997-02-01
29584,9523,1997-07-23,1,12.77,1997-07-01
29585,9523,1997-07-25,1,14.79,1997-07-01
29586,9524,1997-02-05,4,61.07,1997-02-01
29587,9524,1997-04-07,5,67.66,1997-04-01
29588,9524,1997-07-29,7,99.17,1997-07-01
29589,9524,1998-06-29,4,46.24,1998-06-01
29590,9525,1997-02-04,1,15.76,1997-02-01
29591,9526,1997-02-05,3,48.9,1997-02-01
29592,9527,1997-02-04,1,12.49,1997-02-01
29593,9528,1997-02-04,1,13.97,1997-02-01
29594,9529,1997-02-04,1,38.99,1997-02-01
29595,9530,1997-02-04,1,14.37,1997-02-01
29596,9531,1997-02-04,1,11.77,1997-02-01
29597,9531,1997-08-15,4,47.28,1997-08-01
29598,9531,1997-09-09,5,74.45,1997-09-01
29599,9531,1997-09-26,1,10.49,1997-09-01
29600,9531,1997-12-19,2,25.48,1997-12-01
29601,9531,1997-12-31,4,30.96,1997-12-01
29602,9531,1998-01-23,5,40.95,1998-01-01
29603,9531,1998-01-27,5,79.95,1998-01-01
29604,9531,1998-02-12,2,26.66,1998-02-01
29605,9531,1998-03-27,2,25.98,1998-03-01
29606,9531,1998-05-22,4,50.96,1998-05-01
29607,9532,1997-02-06,1,13.77,1997-02-01
29608,9532,1997-12-16,1,11.99,1997-12-01
29609,9533,1997-02-04,1,14.37,1997-02-01
29610,9534,1997-02-04,1,13.97,1997-02-01
29611,9535,1997-02-04,2,21.75,1997-02-01
29612,9535,1997-02-09,1,13.97,1997-02-01
29613,9535,1997-02-23,1,15.36,1997-02-01
29614,9535,1997-02-25,1,3.99,1997-02-01
29615,9535,1997-03-15,8,150.7,1997-03-01
29616,9535,1997-05-14,1,18.9,1997-05-01
29617,9535,1997-08-25,1,12.25,1997-08-01
29618,9535,1997-12-21,1,32.49,1997-12-01
29619,9535,1997-12-30,1,31.49,1997-12-01
29620,9535,1998-02-19,1,7.99,1998-02-01
29621,9535,1998-03-10,1,11.88,1998-03-01
29622,9536,1997-02-04,1,14.96,1997-02-01
29623,9537,1997-02-04,1,15.96,1997-02-01
29624,9538,1997-02-04,2,22.76,1997-02-01
29625,9539,1997-02-04,1,20.99,1997-02-01
29626,9539,1997-10-09,5,68.45,1997-10-01
29627,9540,1997-02-04,1,13.97,1997-02-01
29628,9541,1997-02-04,2,29.76,1997-02-01
29629,9542,1997-02-04,3,34.31,1997-02-01
29630,9542,1997-02-12,2,28.74,1997-02-01
29631,9542,1997-05-13,1,11.77,1997-05-01
29632,9542,1998-03-22,4,53.46,1998-03-01
29633,9543,1997-02-04,2,24.98,1997-02-01
29634,9543,1997-04-01,1,12.49,1997-04-01
29635,9544,1997-02-04,1,16.36,1997-02-01
29636,9545,1997-02-04,1,48.77,1997-02-01
29637,9546,1997-02-04,4,45.48,1997-02-01
29638,9547,1997-02-04,3,42.49,1997-02-01
29639,9548,1997-03-09,1,35.99,1997-03-01
29640,9549,1997-02-04,2,18.55,1997-02-01
29641,9549,1998-02-25,1,17.99,1998-02-01
29642,9550,1997-02-04,2,27.94,1997-02-01
29643,9551,1997-02-04,1,12.99,1997-02-01
29644,9551,1997-02-09,2,15.54,1997-02-01
29645,9551,1997-03-02,1,14.96,1997-03-01
29646,9552,1997-02-04,5,65.65,1997-02-01
29647,9553,1997-02-04,3,71.95,1997-02-01
29648,9553,1997-08-02,2,23.54,1997-08-01
29649,9553,1997-12-12,1,9.49,1997-12-01
29650,9553,1998-03-21,1,9.49,1998-03-01
29651,9553,1998-04-13,1,11.49,1998-04-01
29652,9554,1997-02-04,1,14.77,1997-02-01
29653,9555,1997-02-04,1,15.36,1997-02-01
29654,9555,1997-02-05,2,26.14,1997-02-01
29655,9555,1997-02-18,2,28.74,1997-02-01
29656,9555,1997-04-22,3,39.51,1997-04-01
29657,9555,1997-05-06,2,24.33,1997-05-01
29658,9555,1997-05-13,2,20.54,1997-05-01
29659,9555,1997-07-06,2,30.32,1997-07-01
29660,9555,1997-08-05,1,15.36,1997-08-01
29661,9555,1997-12-07,1,10.49,1997-12-01
29662,9555,1997-12-07,1,10.49,1997-12-01
29663,9556,1997-02-04,1,15.36,1997-02-01
29664,9557,1997-02-04,4,59.85,1997-02-01
29665,9557,1997-02-04,1,13.97,1997-02-01
29666,9557,1997-10-29,2,25.98,1997-10-01
29667,9557,1997-12-16,1,12.99,1997-12-01
29668,9558,1997-02-04,2,30.32,1997-02-01
29669,9558,1997-04-07,1,22.77,1997-04-01
29670,9559,1997-02-04,2,24.78,1997-02-01
29671,9559,1997-02-06,4,61.27,1997-02-01
29672,9560,1997-02-04,2,30.98,1997-02-01
29673,9561,1997-02-04,1,12.49,1997-02-01
29674,9562,1997-02-04,1,9.77,1997-02-01
29675,9563,1997-02-05,1,10.77,1997-02-01
29676,9563,1997-04-05,4,37.68,1997-04-01
29677,9563,1997-05-20,5,59.25,1997-05-01
29678,9563,1997-07-02,5,66.65,1997-07-01
29679,9563,1998-06-10,3,43.97,1998-06-01
29680,9564,1997-02-04,1,11.77,1997-02-01
29681,9565,1997-02-04,2,28.34,1997-02-01
29682,9565,1997-03-05,1,14.96,1997-03-01
29683,9565,1997-05-11,2,36.6,1997-05-01
29684,9565,1997-10-09,5,66.45,1997-10-01
29685,9565,1997-11-05,2,27.98,1997-11-01
29686,9565,1997-11-19,1,2.99,1997-11-01
29687,9565,1998-01-11,1,12.99,1998-01-01
29688,9565,1998-01-31,2,35.98,1998-01-01
29689,9565,1998-03-07,1,11.49,1998-03-01
29690,9565,1998-03-09,1,11.49,1998-03-01
29691,9565,1998-03-30,1,12.99,1998-03-01
29692,9565,1998-04-25,3,41.97,1998-04-01
29693,9566,1997-02-04,1,27.77,1997-02-01
29694,9566,1997-10-20,2,23.98,1997-10-01
29695,9566,1997-10-29,3,37.47,1997-10-01
29696,9566,1998-03-02,3,36.34,1998-03-01
29697,9567,1997-02-04,1,15.96,1997-02-01
29698,9568,1997-02-04,2,25.74,1997-02-01
29699,9568,1997-06-16,2,30.33,1997-06-01
29700,9568,1997-06-25,2,25.74,1997-06-01
29701,9568,1998-02-26,3,34.24,1998-02-01
29702,9568,1998-04-06,1,9.08,1998-04-01
29703,9568,1998-04-16,1,8.38,1998-04-01
29704,9569,1997-02-05,1,14.99,1997-02-01
29705,9570,1997-02-04,3,46.09,1997-02-01
29706,9571,1997-02-04,2,30.39,1997-02-01
29707,9571,1997-03-16,1,11.99,1997-03-01
29708,9571,1997-03-27,1,14.96,1997-03-01
29709,9572,1997-02-04,10,224.28,1997-02-01
29710,9572,1997-05-04,9,152.72,1997-05-01
29711,9572,1997-11-09,9,204.91,1997-11-01
29712,9573,1997-02-05,1,19.99,1997-02-01
29713,9574,1997-02-04,1,11.77,1997-02-01
29714,9575,1997-02-04,1,14.37,1997-02-01
29715,9576,1997-02-04,2,31.76,1997-02-01
29716,9576,1997-03-04,1,15.99,1997-03-01
29717,9576,1997-07-27,1,33.86,1997-07-01
29718,9577,1997-02-04,3,40.51,1997-02-01
29719,9577,1997-03-13,2,31.94,1997-03-01
29720,9578,1997-02-04,1,13.97,1997-02-01
29721,9579,1997-02-04,1,13.97,1997-02-01
29722,9580,1997-02-04,1,10.97,1997-02-01
29723,9580,1997-04-07,1,15.96,1997-04-01
29724,9581,1997-02-04,1,15.9,1997-02-01
29725,9581,1997-02-18,1,14.37,1997-02-01
29726,9581,1997-09-06,1,11.77,1997-09-01
29727,9581,1997-11-13,2,28.48,1997-11-01
29728,9581,1998-04-19,1,13.49,1998-04-01
29729,9581,1998-06-11,2,15.98,1998-06-01
29730,9582,1997-02-04,2,21.46,1997-02-01
29731,9583,1997-02-04,1,11.77,1997-02-01
29732,9584,1997-02-04,2,24.98,1997-02-01
29733,9584,1997-04-21,4,49.96,1997-04-01
29734,9585,1997-02-11,1,39.99,1997-02-01
29735,9585,1997-08-04,2,58.6,1997-08-01
29736,9585,1998-06-22,1,13.99,1998-06-01
29737,9586,1997-02-04,1,13.97,1997-02-01
29738,9586,1997-05-26,2,27.74,1997-05-01
29739,9586,1997-11-15,1,5.99,1997-11-01
29740,9586,1998-01-13,1,15.49,1998-01-01
29741,9587,1997-02-04,3,46.28,1997-02-01
29742,9587,1997-06-26,2,28.34,1997-06-01
29743,9587,1997-09-12,2,21.98,1997-09-01
29744,9587,1998-03-06,2,57.87,1998-03-01
29745,9587,1998-03-16,2,23.37,1998-03-01
29746,9587,1998-04-03,1,35.67,1998-04-01
29747,9587,1998-05-19,2,23.76,1998-05-01
29748,9588,1997-02-04,2,33.53,1997-02-01
29749,9589,1997-02-04,8,106.07,1997-02-01
29750,9590,1997-02-04,1,6.79,1997-02-01
29751,9591,1997-02-04,1,15.36,1997-02-01
29752,9591,1997-03-23,1,14.96,1997-03-01
29753,9592,1997-02-04,1,14.37,1997-02-01
29754,9593,1997-02-04,1,4.79,1997-02-01
29755,9594,1997-02-04,1,14.79,1997-02-01
29756,9595,1997-02-04,2,28.45,1997-02-01
29757,9595,1997-02-11,1,12.49,1997-02-01
29758,9596,1997-02-04,1,11.99,1997-02-01
29759,9596,1997-02-06,1,12.77,1997-02-01
29760,9597,1997-02-04,1,29.37,1997-02-01
29761,9598,1997-02-04,1,19.3,1997-02-01
29762,9599,1997-02-04,1,9.98,1997-02-01
29763,9600,1997-02-05,1,14.96,1997-02-01
29764,9601,1997-02-11,1,14.37,1997-02-01
29765,9602,1997-02-04,1,15.9,1997-02-01
29766,9603,1997-02-05,4,73.71,1997-02-01
29767,9603,1997-02-05,1,13.97,1997-02-01
29768,9603,1997-02-05,1,24.99,1997-02-01
29769,9603,1997-02-06,1,11.77,1997-02-01
29770,9603,1997-02-21,2,30.35,1997-02-01
29771,9603,1997-02-26,1,14.96,1997-02-01
29772,9603,1997-04-09,3,45.91,1997-04-01
29773,9603,1997-05-03,1,14.99,1997-05-01
29774,9603,1997-09-08,1,13.97,1997-09-01
29775,9603,1997-09-08,1,14.96,1997-09-01
29776,9603,1997-12-30,2,56.98,1997-12-01
29777,9603,1998-04-14,1,13.99,1998-04-01
29778,9603,1998-05-27,1,26.99,1998-05-01
29779,9604,1997-02-04,2,67.4,1997-02-01
29780,9604,1997-09-01,1,32.9,1997-09-01
29781,9605,1997-02-05,2,29.33,1997-02-01
29782,9605,1997-02-17,1,15.36,1997-02-01
